receipt_id,po_id,po_line_id,sku,supplier,location,receipt_date,received_qty,unit_cost,total_cost,receipt_status
GR-20220401-003826,PO-20220125-003433,PO-20220125-003433-L01,SKU-00643,Tecfluid Norte,CD Santiago,2022-04-01,4,1396503.0,5586012.0,received
GR-20220402-002276,PO-20220203-002064,PO-20220203-002064-L01,SKU-00396,Tecfluid Norte,CD Santiago,2022-04-02,30,161673.0,4850190.0,received
GR-20220402-003931,PO-20220209-003529,PO-20220209-003529-L01,SKU-00664,Tecfluid Norte,CD Santiago,2022-04-02,8,3591332.0,28730656.0,received
GR-20220404-002439,PO-20220305-002209,PO-20220305-002209-L01,SKU-00419,Maestranza Integral,CD Santiago,2022-04-04,4,851580.0,3406320.0,received
GR-20220404-002554,PO-20220302-002312,PO-20220302-002312-L01,SKU-00440,Maestranza Integral,CD Santiago,2022-04-04,10,3525681.0,35256810.0,received
GR-20220405-001298,PO-20220209-001186,PO-20220209-001186-L01,SKU-00225,Tecfluid Norte,CD Santiago,2022-04-05,16,716913.0,11470608.0,received
GR-20220406-000685,PO-20220311-000632,PO-20220311-000632-L01,SKU-00127,Hydroline Andina,CD Santiago,2022-04-06,4,1647338.0,6589352.0,received
GR-20220406-004590,PO-20220315-004127,PO-20220315-004127-L01,SKU-00784,Hydroline Andina,CD Santiago,2022-04-06,4,2633259.0,10533036.0,received
GR-20220407-000652,PO-20220228-000603,PO-20220228-000603-L01,SKU-00124,Tecfluid Norte,CD Santiago,2022-04-07,10,468398.0,4683980.0,received
GR-20220407-004480,PO-20220304-004029,PO-20220304-004029-L01,SKU-00769,Maestranza Integral,CD Santiago,2022-04-07,10,413459.0,4134590.0,received
GR-20220408-001217,PO-20220209-001109,PO-20220209-001109-L01,SKU-00214,Tecfluid Norte,CD Santiago,2022-04-08,10,1745297.0,17452970.0,partial
GR-20220409-001896,PO-20220217-001724,PO-20220217-001724-L01,SKU-00349,Tecfluid Norte,CD Santiago,2022-04-09,5,7001698.0,35008490.0,received
GR-20220409-002200,PO-20220305-001998,PO-20220305-001998-L01,SKU-00389,Maestranza Integral,CD Santiago,2022-04-09,4,571330.0,2285320.0,received
GR-20220409-002598,PO-20220123-002353,PO-20220123-002353-L01,SKU-00447,Andes Motion,CD Santiago,2022-04-09,15,129708.0,1945620.0,received
GR-20220409-002822,PO-20220204-002547,PO-20220204-002547-L01,SKU-00487,Tecfluid Norte,CD Santiago,2022-04-09,44,3480525.0,153143100.0,received
GR-20220409-003693,PO-20220318-003322,PO-20220318-003322-L01,SKU-00618,Hydroline Andina,CD Santiago,2022-04-09,4,1427222.0,5708888.0,received
GR-20220410-001933,PO-20220320-001757,PO-20220320-001757-L01,SKU-00353,Hydroline Andina,CD Santiago,2022-04-10,2,1399759.0,2799518.0,received
GR-20220410-003043,PO-20220321-002750,PO-20220321-002750-L01,SKU-00521,Hydroline Andina,CD Santiago,2022-04-10,5,432043.0,2160215.0,received
GR-20220411-002622,PO-20220218-002373,PO-20220218-002373-L01,SKU-00450,Tecfluid Norte,CD Santiago,2022-04-11,2,19537.0,39074.0,partial
GR-20220411-003448,PO-20220129-003104,PO-20220129-003104-L01,SKU-00582,Andes Motion,CD Santiago,2022-04-11,68,1364728.0,92801504.0,received
GR-20220412-003873,PO-20220323-003476,PO-20220323-003476-L01,SKU-00653,Hydroline Andina,CD Santiago,2022-04-12,8,619377.0,4955016.0,received
GR-20220412-003888,PO-20220323-003490,PO-20220323-003490-L01,SKU-00657,Hydroline Andina,CD Santiago,2022-04-12,8,2086916.0,16695328.0,received
GR-20220413-001530,PO-20220307-001396,PO-20220307-001396-L01,SKU-00275,Maestranza Integral,CD Santiago,2022-04-13,2,1524541.0,3049082.0,received
GR-20220413-004027,PO-20220307-003615,PO-20220307-003615-L01,SKU-00680,Maestranza Integral,CD Santiago,2022-04-13,10,223160.0,2231600.0,received
GR-20220413-004313,PO-20220312-003879,PO-20220312-003879-L01,SKU-00736,Maestranza Integral,CD Santiago,2022-04-13,2,520645.0,1041290.0,received
GR-20220414-001828,PO-20220123-001662,PO-20220123-001662-L01,SKU-00335,Andes Motion,CD Santiago,2022-04-14,25,461296.0,11532400.0,received
GR-20220414-003098,PO-20220312-002795,PO-20220312-002795-L01,SKU-00533,Maestranza Integral,CD Santiago,2022-04-14,6,1483328.0,8899968.0,received
GR-20220415-001333,PO-20220316-001216,PO-20220316-001216-L01,SKU-00235,Maestranza Integral,CD Santiago,2022-04-15,18,3820015.0,68760270.0,received
GR-20220415-002116,PO-20220312-001924,PO-20220312-001924-L01,SKU-00379,Maestranza Integral,CD Santiago,2022-04-15,5,447573.0,2237865.0,received
GR-20220415-002878,PO-20220320-002600,PO-20220320-002600-L01,SKU-00494,Hydroline Andina,CD Santiago,2022-04-15,20,536137.0,10722740.0,received
GR-20220415-003749,PO-20220204-003365,PO-20220204-003365-L01,SKU-00629,Tecfluid Norte,CD Santiago,2022-04-15,5,961715.0,4808575.0,received
GR-20220416-000525,PO-20220214-000483,PO-20220214-000483-L01,SKU-00099,Tecfluid Norte,CD Santiago,2022-04-16,10,1833831.0,18338310.0,received
GR-20220416-001099,PO-20220311-001002,PO-20220311-001002-L01,SKU-00196,Maestranza Integral,CD Santiago,2022-04-16,10,4366591.0,43665910.0,received
GR-20220416-002970,PO-20220312-002685,PO-20220312-002685-L01,SKU-00509,Hydroline Andina,CD Santiago,2022-04-16,6,347739.0,2086434.0,received
GR-20220416-003673,PO-20220220-003304,PO-20220220-003304-L01,SKU-00617,Tecfluid Norte,CD Santiago,2022-04-16,15,717253.0,10758795.0,received
GR-20220416-003906,PO-20220127-003508,PO-20220127-003508-L01,SKU-00659,Andes Motion,CD Santiago,2022-04-16,5,1320321.0,6601605.0,received
GR-20220418-001080,PO-20220313-000984,PO-20220313-000984-L01,SKU-00193,Maestranza Integral,CD Santiago,2022-04-18,6,2103851.0,12623106.0,received
GR-20220418-004386,PO-20220319-003944,PO-20220319-003944-L01,SKU-00749,Maestranza Integral,CD Santiago,2022-04-18,5,22462.0,112310.0,received
GR-20220419-002294,PO-20220306-002082,PO-20220306-002082-L01,SKU-00397,Tecfluid Norte,CD Santiago,2022-04-19,4,1046671.0,4186684.0,received
GR-20220419-002472,PO-20220312-002238,PO-20220312-002238-L01,SKU-00423,Maestranza Integral,CD Santiago,2022-04-19,20,5544.0,110880.0,received
GR-20220419-003759,PO-20220225-003374,PO-20220225-003374-L01,SKU-00630,Tecfluid Norte,CD Santiago,2022-04-19,6,4938253.0,29629518.0,received
GR-20220419-004287,PO-20220330-003855,PO-20220330-003855-L01,SKU-00734,Hydroline Andina,CD Santiago,2022-04-19,7,780460.0,5463220.0,received
GR-20220420-000212,PO-20220308-000197,PO-20220308-000197-L01,SKU-00048,Maestranza Integral,CD Santiago,2022-04-20,2,1863442.0,3726884.0,received
GR-20220420-000228,PO-20220127-000213,PO-20220127-000213-L01,SKU-00051,Andes Motion,CD Santiago,2022-04-20,8,2480820.0,19846560.0,received
GR-20220421-000380,PO-20220331-000353,PO-20220331-000353-L01,SKU-00070,Hydroline Andina,CD Santiago,2022-04-21,29,1115772.0,32357388.0,received
GR-20220421-004111,PO-20220222-003695,PO-20220222-003695-L01,SKU-00699,Tecfluid Norte,CD Santiago,2022-04-21,18,262166.0,4718988.0,received
GR-20220422-001218,PO-20220209-001109,PO-20220209-001109-L01,SKU-00214,Tecfluid Norte,CD Santiago,2022-04-22,10,1745297.0,17452970.0,received
GR-20220422-002623,PO-20220218-002373,PO-20220218-002373-L01,SKU-00450,Tecfluid Norte,CD Santiago,2022-04-22,2,19537.0,39074.0,received
GR-20220422-002971,PO-20220404-002686,PO-20220404-002686-L01,SKU-00509,Hydroline Andina,CD Santiago,2022-04-22,34,338178.0,11498052.0,received
GR-20220422-004591,PO-20220404-004128,PO-20220404-004128-L01,SKU-00784,Hydroline Andina,CD Santiago,2022-04-22,4,2622610.0,10490440.0,received
GR-20220423-000686,PO-20220404-000633,PO-20220404-000633-L01,SKU-00127,Hydroline Andina,CD Santiago,2022-04-23,2,1805917.0,3611834.0,received
GR-20220423-004275,PO-20220116-003843,PO-20220116-003843-L01,SKU-00733,Andes Motion,CD Santiago,2022-04-23,6,303174.0,1819044.0,received
GR-20220423-004533,PO-20220311-004075,PO-20220311-004075-L01,SKU-00780,Maestranza Integral,CD Santiago,2022-04-23,11,455346.0,5008806.0,received
GR-20220424-001710,PO-20220329-001555,PO-20220329-001555-L01,SKU-00306,Hydroline Andina,CD Santiago,2022-04-24,10,2519995.0,25199950.0,received
GR-20220424-002823,PO-20220223-002548,PO-20220223-002548-L01,SKU-00487,Tecfluid Norte,CD Santiago,2022-04-24,45,3413968.0,153628560.0,received
GR-20220424-003322,PO-20220326-002998,PO-20220326-002998-L01,SKU-00564,Maestranza Integral,CD Santiago,2022-04-24,10,370108.0,3701080.0,received
GR-20220425-000305,PO-20220223-000284,PO-20220223-000284-L01,SKU-00062,Tecfluid Norte,CD Santiago,2022-04-25,60,83490.0,5009400.0,received
GR-20220425-003637,PO-20220121-003271,PO-20220121-003271-L01,SKU-00611,Andes Motion,CD Santiago,2022-04-25,11,1028594.0,11314534.0,received
GR-20220426-001466,PO-20220309-001340,PO-20220309-001340-L01,SKU-00263,Tecfluid Norte,CD Santiago,2022-04-26,22,18902.0,415844.0,received
GR-20220426-001655,PO-20220224-001508,PO-20220224-001508-L01,SKU-00298,Tecfluid Norte,CD Santiago,2022-04-26,4,3348312.0,13393248.0,received
GR-20220426-001995,PO-20220126-001815,PO-20220126-001815-L01,SKU-00362,Andes Motion,CD Santiago,2022-04-26,15,1500272.0,22504080.0,received
GR-20220426-002440,PO-20220331-002210,PO-20220331-002210-L01,SKU-00419,Maestranza Integral,CD Santiago,2022-04-26,19,924631.0,17567989.0,received
GR-20220426-003725,PO-20220206-003347,PO-20220206-003347-L01,SKU-00623,Andes Motion,CD Santiago,2022-04-26,1,2762941.0,2762941.0,partial
GR-20220427-000219,PO-20220403-000204,PO-20220403-000204-L01,SKU-00049,Hydroline Andina,CD Santiago,2022-04-27,2,460981.0,921962.0,received
GR-20220427-002473,PO-20220330-002239,PO-20220330-002239-L01,SKU-00423,Maestranza Integral,CD Santiago,2022-04-27,50,5756.0,287800.0,received
GR-20220427-004269,PO-20220323-003837,PO-20220323-003837-L01,SKU-00731,Maestranza Integral,CD Santiago,2022-04-27,5,1786609.0,8933045.0,received
GR-20220428-000168,PO-20220305-000155,PO-20220305-000155-L01,SKU-00038,Tecfluid Norte,CD Santiago,2022-04-28,6,1057010.0,6342060.0,received
GR-20220428-001154,PO-20220321-001054,PO-20220321-001054-L01,SKU-00202,Maestranza Integral,CD Santiago,2022-04-28,8,2785913.0,22287304.0,received
GR-20220428-003107,PO-20220407-002803,PO-20220407-002803-L01,SKU-00534,Hydroline Andina,CD Santiago,2022-04-28,2,54873.0,109746.0,received
GR-20220428-003970,PO-20220131-003565,PO-20220131-003565-L01,SKU-00667,Andes Motion,CD Santiago,2022-04-28,5,475424.0,2377120.0,received
GR-20220429-000204,PO-20220201-000190,PO-20220201-000190-L01,SKU-00044,Andes Motion,CD Santiago,2022-04-29,6,748818.0,4492908.0,received
GR-20220429-001394,PO-20220312-001272,PO-20220312-001272-L01,SKU-00243,Tecfluid Norte,CD Santiago,2022-04-29,4,3132745.0,12530980.0,received
GR-20220429-002166,PO-20220404-001970,PO-20220404-001970-L01,SKU-00382,Hydroline Andina,CD Santiago,2022-04-29,15,1906064.0,28590960.0,received
GR-20220429-002239,PO-20220328-002033,PO-20220328-002033-L01,SKU-00393,Maestranza Integral,CD Santiago,2022-04-29,3,163491.0,490473.0,received
GR-20220429-002777,PO-20220407-002508,PO-20220407-002508-L01,SKU-00480,Hydroline Andina,CD Santiago,2022-04-29,15,1377306.0,20659590.0,received
GR-20220430-001514,PO-20220303-001382,PO-20220303-001382-L01,SKU-00271,Tecfluid Norte,CD Santiago,2022-04-30,2,1606579.0,3213158.0,received
GR-20220430-003537,PO-20220324-003183,PO-20220324-003183-L01,SKU-00591,Maestranza Integral,CD Santiago,2022-04-30,10,118913.0,1189130.0,received
GR-20220430-003708,PO-20220406-003333,PO-20220406-003333-L01,SKU-00619,Hydroline Andina,CD Santiago,2022-04-30,2,5185867.0,10371734.0,received
GR-20220501-000723,PO-20220411-000668,PO-20220411-000668-L01,SKU-00134,Hydroline Andina,CD Santiago,2022-05-01,5,297694.0,1488470.0,received
GR-20220501-001089,PO-20220311-000992,PO-20220311-000992-L01,SKU-00195,Tecfluid Norte,CD Santiago,2022-05-01,4,37388.0,149552.0,received
GR-20220501-003674,PO-20220307-003305,PO-20220307-003305-L01,SKU-00617,Tecfluid Norte,CD Santiago,2022-05-01,10,749656.0,7496560.0,received
GR-20220502-002193,PO-20220324-001992,PO-20220324-001992-L01,SKU-00388,Tecfluid Norte,CD Santiago,2022-05-02,4,339054.0,1356216.0,received
GR-20220503-003726,PO-20220206-003347,PO-20220206-003347-L01,SKU-00623,Andes Motion,CD Santiago,2022-05-03,1,2762941.0,2762941.0,received
GR-20220503-004343,PO-20220312-003905,PO-20220312-003905-L01,SKU-00745,Tecfluid Norte,CD Santiago,2022-05-03,2,1354159.0,2708318.0,partial
GR-20220504-000575,PO-20220311-000530,PO-20220311-000530-L01,SKU-00110,Tecfluid Norte,CD Santiago,2022-05-04,4,871498.0,3485992.0,received
GR-20220504-001934,PO-20220412-001758,PO-20220412-001758-L01,SKU-00353,Hydroline Andina,CD Santiago,2022-05-04,2,1288554.0,2577108.0,received
GR-20220504-002064,PO-20220327-001877,PO-20220327-001877-L01,SKU-00374,Maestranza Integral,CD Santiago,2022-05-04,8,244504.0,1956032.0,received
GR-20220504-003157,PO-20220409-002851,PO-20220409-002851-L01,SKU-00540,Hydroline Andina,CD Santiago,2022-05-04,10,199197.0,1991970.0,partial
GR-20220505-001951,PO-20220420-001774,PO-20220420-001774-L01,SKU-00354,Hydroline Andina,CD Santiago,2022-05-05,5,3741697.0,18708485.0,received
GR-20220506-000276,PO-20220225-000257,PO-20220225-000257-L01,SKU-00058,Andes Motion,CD Santiago,2022-05-06,6,442151.0,2652906.0,received
GR-20220506-001881,PO-20220205-001709,PO-20220205-001709-L01,SKU-00346,Andes Motion,CD Santiago,2022-05-06,8,1016475.0,8131800.0,received
GR-20220506-002568,PO-20220419-002325,PO-20220419-002325-L01,SKU-00441,Hydroline Andina,CD Santiago,2022-05-06,5,899022.0,4495110.0,received
GR-20220507-001039,PO-20220210-000947,PO-20220210-000947-L01,SKU-00183,Andes Motion,CD Santiago,2022-05-07,8,2372614.0,18980912.0,received
GR-20220507-002534,PO-20220405-002294,PO-20220405-002294-L01,SKU-00435,Maestranza Integral,CD Santiago,2022-05-07,5,962317.0,4811585.0,received
GR-20220507-004421,PO-20220323-003975,PO-20220323-003975-L01,SKU-00755,Tecfluid Norte,CD Santiago,2022-05-07,10,328795.0,3287950.0,received
GR-20220508-003638,PO-20220210-003272,PO-20220210-003272-L01,SKU-00611,Andes Motion,CD Santiago,2022-05-08,19,983772.0,18691668.0,received
GR-20220508-003844,PO-20220321-003451,PO-20220321-003451-L01,SKU-00650,Tecfluid Norte,CD Santiago,2022-05-08,5,65931.0,329655.0,received
GR-20220509-002242,PO-20220414-002036,PO-20220414-002036-L01,SKU-00394,Hydroline Andina,CD Santiago,2022-05-09,8,627281.0,5018248.0,received
