date,sku,location,quantity,unit_price,total_amount
2022-01-03,SKU-00382,Lima,1,156399.0,156399.0
2022-01-03,SKU-00402,Santiago,1,274621.0,274621.0
2022-01-03,SKU-00416,Lima,1,280742.0,280742.0
2022-01-03,SKU-00423,Antofagasta,1,103519.0,103519.0
2022-01-03,SKU-00423,Copiapó,1,103519.0,103519.0
2022-01-03,SKU-00480,Copiapó,1,5381358.0,5381358.0
2022-01-03,SKU-00496,Santiago,1,481703.0,481703.0
2022-01-03,SKU-00503,CD Santiago,1,201224.0,201224.0
2022-01-03,SKU-00517,Santiago,1,406413.0,406413.0
2022-01-03,SKU-00536,Antofagasta,1,3253618.0,3253618.0
2022-01-03,SKU-00564,CD Santiago,1,174223.0,174223.0
2022-01-03,SKU-00564,Lima,1,174223.0,174223.0
2022-01-03,SKU-00579,Lima,1,1320690.0,1320690.0
2022-01-03,SKU-00582,Antofagasta,1,1186056.0,1186056.0
2022-01-03,SKU-00582,CD Santiago,2,1186056.0,2372112.0
2022-01-03,SKU-00587,CD Santiago,1,4774760.0,4774760.0
2022-01-03,SKU-00617,CD Santiago,1,1067996.0,1067996.0
2022-01-03,SKU-00618,Lima,1,122442.0,122442.0
2022-01-03,SKU-00650,Santiago,1,66988.0,66988.0
2022-01-03,SKU-00651,Concepción,2,202064.0,404128.0
2022-01-03,SKU-00659,Antofagasta,2,2551032.0,5102064.0
2022-01-03,SKU-00666,Copiapó,1,478756.0,478756.0
2022-01-03,SKU-00693,Santiago,1,599272.0,599272.0
2022-01-03,SKU-00713,Lima,1,4059808.0,4059808.0
2022-01-03,SKU-00718,CD Santiago,1,185936.0,185936.0
2022-01-03,SKU-00727,Concepción,1,164552.0,164552.0
2022-01-03,SKU-00748,Santiago,1,2195577.0,2195577.0
2022-01-03,SKU-00765,Lima,1,913836.0,913836.0
2022-01-03,SKU-00769,CD Santiago,1,1605770.0,1605770.0
2022-01-03,SKU-00777,CD Santiago,1,2283587.0,2283587.0
2022-01-03,SKU-00777,Concepción,2,2283587.0,4567174.0
2022-01-03,SKU-00777,Copiapó,1,2283587.0,2283587.0
2022-01-03,SKU-00784,Copiapó,1,705973.0,705973.0
2022-01-03,SKU-00797,Lima,1,245823.0,245823.0
2022-01-04,SKU-00031,Copiapó,1,4798389.0,4798389.0
2022-01-04,SKU-00064,Copiapó,1,418245.0,418245.0
2022-01-04,SKU-00067,Antofagasta,1,165589.0,165589.0
2022-01-04,SKU-00067,CD Santiago,1,165589.0,165589.0
2022-01-04,SKU-00072,Antofagasta,1,370281.0,370281.0
2022-01-04,SKU-00072,Santiago,1,370281.0,370281.0
2022-01-04,SKU-00087,CD Santiago,1,1409580.0,1409580.0
2022-01-04,SKU-00099,Antofagasta,1,2117240.0,2117240.0
2022-01-04,SKU-00099,Concepción,1,2117240.0,2117240.0
2022-01-04,SKU-00124,Copiapó,1,2423386.0,2423386.0
2022-01-04,SKU-00134,Lima,1,73932.0,73932.0
2022-01-04,SKU-00135,Lima,1,3988682.0,3988682.0
2022-01-04,SKU-00135,Santiago,1,3988682.0,3988682.0
2022-01-04,SKU-00141,Santiago,1,230786.0,230786.0
2022-01-04,SKU-00168,Antofagasta,1,427356.0,427356.0
2022-01-04,SKU-00178,Lima,1,1460652.0,1460652.0
2022-01-04,SKU-00196,Santiago,1,2585952.0,2585952.0
2022-01-04,SKU-00206,Copiapó,1,315795.0,315795.0
2022-01-04,SKU-00256,Antofagasta,1,986077.0,986077.0
2022-01-04,SKU-00277,Copiapó,1,130487.0,130487.0
2022-01-04,SKU-00287,Antofagasta,1,1980397.0,1980397.0
2022-01-04,SKU-00291,CD Santiago,1,11911.0,11911.0
2022-01-04,SKU-00291,Santiago,1,11911.0,11911.0
2022-01-04,SKU-00318,Lima,1,775759.0,775759.0
2022-01-04,SKU-00333,CD Santiago,1,130153.0,130153.0
2022-01-04,SKU-00356,Concepción,1,7676642.0,7676642.0
2022-01-04,SKU-00401,Lima,1,545008.0,545008.0
2022-01-04,SKU-00402,CD Santiago,1,274621.0,274621.0
2022-01-04,SKU-00416,Antofagasta,1,280742.0,280742.0
2022-01-04,SKU-00416,Copiapó,1,280742.0,280742.0
2022-01-04,SKU-00423,CD Santiago,1,103519.0,103519.0
2022-01-04,SKU-00423,Concepción,1,103519.0,103519.0
2022-01-04,SKU-00423,Santiago,1,103519.0,103519.0
2022-01-04,SKU-00431,Lima,1,1184324.0,1184324.0
2022-01-04,SKU-00434,Copiapó,1,2289812.0,2289812.0
2022-01-04,SKU-00480,Concepción,1,5381358.0,5381358.0
2022-01-04,SKU-00509,Copiapó,4,1479767.0,5919068.0
2022-01-04,SKU-00540,Santiago,2,1483767.0,2967534.0
2022-01-04,SKU-00557,Concepción,1,102163.0,102163.0
2022-01-04,SKU-00579,Antofagasta,1,1320690.0,1320690.0
2022-01-04,SKU-00583,Copiapó,1,967804.0,967804.0
2022-01-04,SKU-00587,Concepción,1,4774760.0,4774760.0
2022-01-04,SKU-00605,CD Santiago,1,43368.0,43368.0
2022-01-04,SKU-00626,Copiapó,1,132265.0,132265.0
2022-01-04,SKU-00629,CD Santiago,1,1975217.0,1975217.0
2022-01-04,SKU-00637,Concepción,1,1021766.0,1021766.0
2022-01-04,SKU-00640,Concepción,1,1423678.0,1423678.0
2022-01-04,SKU-00641,CD Santiago,1,254762.0,254762.0
2022-01-04,SKU-00666,Antofagasta,1,478756.0,478756.0
2022-01-04,SKU-00666,Copiapó,1,478756.0,478756.0
2022-01-04,SKU-00666,Lima,1,478756.0,478756.0
2022-01-04,SKU-00667,Copiapó,1,2482381.0,2482381.0
2022-01-04,SKU-00709,Concepción,1,313137.0,313137.0
2022-01-04,SKU-00747,CD Santiago,1,1030989.0,1030989.0
2022-01-04,SKU-00748,Lima,1,2195577.0,2195577.0
2022-01-04,SKU-00748,Santiago,1,2195577.0,2195577.0
2022-01-04,SKU-00765,Lima,1,913836.0,913836.0
2022-01-04,SKU-00782,Concepción,1,37959.0,37959.0
2022-01-04,SKU-00784,Santiago,1,705973.0,705973.0
2022-01-05,SKU-00007,Concepción,1,580334.0,580334.0
2022-01-05,SKU-00015,Concepción,1,2132041.0,2132041.0
2022-01-05,SKU-00015,Santiago,1,2132041.0,2132041.0
2022-01-05,SKU-00062,Concepción,1,18217.0,18217.0
2022-01-05,SKU-00065,CD Santiago,1,1212085.0,1212085.0
2022-01-05,SKU-00072,Concepción,1,370281.0,370281.0
2022-01-05,SKU-00097,Santiago,1,1561766.0,1561766.0
2022-01-05,SKU-00099,Antofagasta,1,2117240.0,2117240.0
2022-01-05,SKU-00099,Lima,1,2117240.0,2117240.0
2022-01-05,SKU-00099,Santiago,1,2117240.0,2117240.0
2022-01-05,SKU-00112,Copiapó,1,560495.0,560495.0
2022-01-05,SKU-00113,Concepción,1,519072.0,519072.0
2022-01-05,SKU-00118,Antofagasta,1,2336534.0,2336534.0
2022-01-05,SKU-00118,Santiago,1,2336534.0,2336534.0
2022-01-05,SKU-00122,Santiago,1,1460779.0,1460779.0
2022-01-05,SKU-00124,Copiapó,2,2423386.0,4846772.0
2022-01-05,SKU-00133,Copiapó,1,1070135.0,1070135.0
2022-01-05,SKU-00134,CD Santiago,1,73932.0,73932.0
2022-01-05,SKU-00135,Antofagasta,1,3988682.0,3988682.0
2022-01-05,SKU-00135,Lima,2,3988682.0,7977364.0
2022-01-05,SKU-00156,CD Santiago,1,744553.0,744553.0
2022-01-05,SKU-00156,Copiapó,2,744553.0,1489106.0
2022-01-05,SKU-00156,Lima,1,744553.0,744553.0
2022-01-05,SKU-00168,Antofagasta,5,427356.0,2136780.0
2022-01-05,SKU-00170,Antofagasta,1,419156.0,419156.0
2022-01-05,SKU-00196,Copiapó,1,2585952.0,2585952.0
2022-01-05,SKU-00214,Concepción,1,1913059.0,1913059.0
2022-01-05,SKU-00214,Copiapó,1,1913059.0,1913059.0
2022-01-05,SKU-00219,CD Santiago,1,3784895.0,3784895.0
2022-01-05,SKU-00223,Antofagasta,1,1370782.0,1370782.0
2022-01-05,SKU-00241,CD Santiago,1,115738.0,115738.0
2022-01-05,SKU-00257,Santiago,1,3430970.0,3430970.0
2022-01-05,SKU-00284,Concepción,1,3724331.0,3724331.0
2022-01-05,SKU-00291,Santiago,1,11911.0,11911.0
2022-01-05,SKU-00308,Copiapó,1,1247098.0,1247098.0
2022-01-05,SKU-00312,Lima,2,3119443.0,6238886.0
2022-01-05,SKU-00313,Concepción,1,469826.0,469826.0
2022-01-05,SKU-00349,Antofagasta,1,2814793.0,2814793.0
2022-01-05,SKU-00357,Antofagasta,1,1504799.0,1504799.0
2022-01-05,SKU-00362,Concepción,1,5114682.0,5114682.0
2022-01-05,SKU-00362,Copiapó,1,5114682.0,5114682.0
2022-01-05,SKU-00367,Lima,1,5039210.0,5039210.0
2022-01-05,SKU-00374,Concepción,1,107573.0,107573.0
2022-01-05,SKU-00378,Concepción,1,219982.0,219982.0
2022-01-05,SKU-00394,Lima,1,456423.0,456423.0
2022-01-05,SKU-00396,Antofagasta,1,1117255.0,1117255.0
2022-01-05,SKU-00402,Lima,1,274621.0,274621.0
2022-01-05,SKU-00416,Antofagasta,1,280742.0,280742.0
2022-01-05,SKU-00416,Santiago,1,280742.0,280742.0
2022-01-05,SKU-00511,CD Santiago,1,74514.0,74514.0
2022-01-05,SKU-00536,Lima,1,3253618.0,3253618.0
2022-01-05,SKU-00556,Concepción,1,3100160.0,3100160.0
2022-01-05,SKU-00582,Antofagasta,1,1186056.0,1186056.0
2022-01-05,SKU-00583,Lima,1,967804.0,967804.0
2022-01-05,SKU-00599,Lima,1,301472.0,301472.0
2022-01-05,SKU-00608,Copiapó,1,4794022.0,4794022.0
2022-01-05,SKU-00618,Concepción,1,122442.0,122442.0
2022-01-05,SKU-00622,Lima,1,4379433.0,4379433.0
2022-01-05,SKU-00641,Antofagasta,1,254762.0,254762.0
2022-01-05,SKU-00641,Santiago,2,254762.0,509524.0
2022-01-05,SKU-00651,Lima,1,223516.0,223516.0
2022-01-05,SKU-00659,Santiago,1,2551032.0,2551032.0
2022-01-05,SKU-00664,CD Santiago,1,318943.0,318943.0
2022-01-05,SKU-00670,Concepción,3,2884135.0,8652405.0
2022-01-05,SKU-00694,Antofagasta,1,2671463.0,2671463.0
2022-01-05,SKU-00737,Santiago,1,398767.0,398767.0
2022-01-05,SKU-00751,Concepción,1,1945097.0,1945097.0
2022-01-05,SKU-00755,Antofagasta,1,3385530.0,3385530.0
2022-01-05,SKU-00769,Concepción,1,1605770.0,1605770.0
2022-01-05,SKU-00784,Copiapó,1,705973.0,705973.0
2022-01-06,SKU-00015,Santiago,1,2132041.0,2132041.0
2022-01-06,SKU-00048,Antofagasta,1,655124.0,655124.0
2022-01-06,SKU-00062,Santiago,1,18217.0,18217.0
2022-01-06,SKU-00072,Copiapó,1,370281.0,370281.0
2022-01-06,SKU-00097,Concepción,1,1561766.0,1561766.0
2022-01-06,SKU-00099,Santiago,1,2117240.0,2117240.0
2022-01-06,SKU-00106,Lima,1,27610.0,27610.0
2022-01-06,SKU-00124,Copiapó,1,2423386.0,2423386.0
2022-01-06,SKU-00134,Antofagasta,1,73932.0,73932.0
2022-01-06,SKU-00168,Antofagasta,1,427356.0,427356.0
2022-01-06,SKU-00168,Copiapó,1,427356.0,427356.0
2022-01-06,SKU-00168,Lima,1,427356.0,427356.0
2022-01-06,SKU-00170,Lima,1,419156.0,419156.0
2022-01-06,SKU-00170,Santiago,1,419156.0,419156.0
2022-01-06,SKU-00193,CD Santiago,1,69714.0,69714.0
2022-01-06,SKU-00210,Lima,1,845086.0,845086.0
2022-01-06,SKU-00214,Concepción,3,1913059.0,5739177.0
2022-01-06,SKU-00214,Copiapó,1,1913059.0,1913059.0
2022-01-06,SKU-00214,Santiago,2,1913059.0,3826118.0
2022-01-06,SKU-00240,Concepción,1,3119096.0,3119096.0
2022-01-06,SKU-00241,CD Santiago,1,115738.0,115738.0
2022-01-06,SKU-00321,Antofagasta,1,707238.0,707238.0
2022-01-06,SKU-00419,CD Santiago,1,130597.0,130597.0
2022-01-06,SKU-00423,Antofagasta,1,103519.0,103519.0
2022-01-06,SKU-00455,Copiapó,1,519346.0,519346.0
2022-01-06,SKU-00492,Santiago,1,2558746.0,2558746.0
2022-01-06,SKU-00498,CD Santiago,1,57412.0,57412.0
2022-01-06,SKU-00498,Concepción,1,57412.0,57412.0
2022-01-06,SKU-00540,CD Santiago,1,1483767.0,1483767.0
2022-01-06,SKU-00564,Lima,1,174223.0,174223.0
2022-01-06,SKU-00564,Santiago,1,174223.0,174223.0
2022-01-06,SKU-00583,Antofagasta,1,967804.0,967804.0
2022-01-06,SKU-00584,Copiapó,1,1535248.0,1535248.0
2022-01-06,SKU-00587,Lima,1,4774760.0,4774760.0
2022-01-06,SKU-00622,Santiago,1,4379433.0,4379433.0
2022-01-06,SKU-00629,CD Santiago,1,1975217.0,1975217.0
2022-01-06,SKU-00650,CD Santiago,1,66988.0,66988.0
2022-01-06,SKU-00659,Lima,1,2551032.0,2551032.0
2022-01-06,SKU-00666,Lima,1,478756.0,478756.0
2022-01-06,SKU-00666,Santiago,1,478756.0,478756.0
2022-01-06,SKU-00682,Copiapó,2,124754.0,249508.0
2022-01-06,SKU-00699,Concepción,1,157382.0,157382.0
2022-01-06,SKU-00739,CD Santiago,1,2006063.0,2006063.0
2022-01-06,SKU-00748,Antofagasta,1,2195577.0,2195577.0
2022-01-06,SKU-00748,Lima,5,2100344.0,10501720.0
2022-01-06,SKU-00755,Antofagasta,1,3385530.0,3385530.0
2022-01-06,SKU-00782,Concepción,1,37959.0,37959.0
2022-01-06,SKU-00783,Antofagasta,1,4035137.0,4035137.0
2022-01-06,SKU-00784,Antofagasta,1,705973.0,705973.0
2022-01-06,SKU-00784,Concepción,1,705973.0,705973.0
2022-01-06,SKU-00784,Copiapó,1,705973.0,705973.0
2022-01-06,SKU-00797,CD Santiago,1,245823.0,245823.0
2022-01-06,SKU-00798,CD Santiago,2,2426854.0,4853708.0
2022-01-07,SKU-00064,Copiapó,1,418245.0,418245.0
2022-01-07,SKU-00070,Santiago,1,2235271.0,2235271.0
2022-01-07,SKU-00071,Lima,1,81312.0,81312.0
2022-01-07,SKU-00072,CD Santiago,1,370281.0,370281.0
2022-01-07,SKU-00072,Copiapó,1,370281.0,370281.0
2022-01-07,SKU-00097,Concepción,1,1561766.0,1561766.0
2022-01-07,SKU-00097,Santiago,1,1561766.0,1561766.0
2022-01-07,SKU-00099,Antofagasta,1,2117240.0,2117240.0
2022-01-07,SKU-00124,Antofagasta,1,2423386.0,2423386.0
2022-01-07,SKU-00134,Santiago,1,73932.0,73932.0
2022-01-07,SKU-00168,Lima,1,427356.0,427356.0
2022-01-07,SKU-00211,Copiapó,1,99333.0,99333.0
2022-01-07,SKU-00214,Copiapó,1,1913059.0,1913059.0
2022-01-07,SKU-00214,Santiago,1,1913059.0,1913059.0
2022-01-07,SKU-00241,CD Santiago,1,115738.0,115738.0
2022-01-07,SKU-00257,Antofagasta,1,3430970.0,3430970.0
2022-01-07,SKU-00345,Antofagasta,1,1494517.0,1494517.0
2022-01-07,SKU-00362,Concepción,1,5114682.0,5114682.0
2022-01-07,SKU-00374,Concepción,1,107573.0,107573.0
2022-01-07,SKU-00375,Antofagasta,1,23476.0,23476.0
2022-01-07,SKU-00378,Concepción,1,219982.0,219982.0
2022-01-07,SKU-00380,Lima,1,290533.0,290533.0
2022-01-07,SKU-00396,Concepción,1,1117255.0,1117255.0
2022-01-07,SKU-00402,Antofagasta,1,274621.0,274621.0
2022-01-07,SKU-00416,Antofagasta,1,280742.0,280742.0
2022-01-07,SKU-00422,Concepción,1,4483027.0,4483027.0
2022-01-07,SKU-00423,Antofagasta,1,103519.0,103519.0
2022-01-07,SKU-00423,Concepción,3,103519.0,310557.0
2022-01-07,SKU-00423,Copiapó,1,103519.0,103519.0
2022-01-07,SKU-00430,Santiago,1,462619.0,462619.0
2022-01-07,SKU-00483,CD Santiago,1,80192.0,80192.0
2022-01-07,SKU-00503,CD Santiago,1,201224.0,201224.0
2022-01-07,SKU-00509,Antofagasta,1,1479767.0,1479767.0
2022-01-07,SKU-00529,CD Santiago,1,213772.0,213772.0
2022-01-07,SKU-00536,Lima,1,3253618.0,3253618.0
2022-01-07,SKU-00587,Concepción,1,4774760.0,4774760.0
2022-01-07,SKU-00611,Antofagasta,1,2942454.0,2942454.0
2022-01-07,SKU-00643,Antofagasta,1,4179696.0,4179696.0
2022-01-07,SKU-00682,Santiago,1,124754.0,124754.0
2022-01-07,SKU-00713,Antofagasta,1,4059808.0,4059808.0
2022-01-07,SKU-00713,CD Santiago,1,4059808.0,4059808.0
2022-01-07,SKU-00729,Lima,3,2182214.0,6546642.0
2022-01-07,SKU-00748,Antofagasta,1,2195577.0,2195577.0
2022-01-07,SKU-00748,Lima,5,2100344.0,10501720.0
2022-01-07,SKU-00769,Concepción,1,1605770.0,1605770.0
2022-01-07,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-01-07,SKU-00783,CD Santiago,1,4035137.0,4035137.0
2022-01-07,SKU-00783,Lima,1,4035137.0,4035137.0
2022-01-07,SKU-00783,Santiago,1,4035137.0,4035137.0
2022-01-07,SKU-00784,Concepción,1,705973.0,705973.0
2022-01-10,SKU-00015,Lima,1,2132041.0,2132041.0
2022-01-10,SKU-00044,Concepción,1,23765.0,23765.0
2022-01-10,SKU-00062,Antofagasta,2,18217.0,36434.0
2022-01-10,SKU-00065,CD Santiago,1,1212085.0,1212085.0
2022-01-10,SKU-00072,Concepción,1,370281.0,370281.0
2022-01-10,SKU-00072,Copiapó,2,370281.0,740562.0
2022-01-10,SKU-00072,Santiago,1,370281.0,370281.0
2022-01-10,SKU-00099,CD Santiago,1,2117240.0,2117240.0
2022-01-10,SKU-00099,Concepción,1,2117240.0,2117240.0
2022-01-10,SKU-00106,Copiapó,2,27610.0,55220.0
2022-01-10,SKU-00168,Lima,1,427356.0,427356.0
2022-01-10,SKU-00193,CD Santiago,2,62436.0,124872.0
2022-01-10,SKU-00216,Concepción,1,760513.0,760513.0
2022-01-10,SKU-00217,Antofagasta,1,110413.0,110413.0
2022-01-10,SKU-00219,CD Santiago,1,3784895.0,3784895.0
2022-01-10,SKU-00223,Copiapó,1,1370782.0,1370782.0
2022-01-10,SKU-00227,Copiapó,1,51965.0,51965.0
2022-01-10,SKU-00241,Lima,1,115738.0,115738.0
2022-01-10,SKU-00261,Lima,1,4342717.0,4342717.0
2022-01-10,SKU-00263,Copiapó,1,620875.0,620875.0
2022-01-10,SKU-00287,CD Santiago,1,1980397.0,1980397.0
2022-01-10,SKU-00299,Antofagasta,1,3777648.0,3777648.0
2022-01-10,SKU-00303,Lima,1,1729841.0,1729841.0
2022-01-10,SKU-00351,Lima,1,243414.0,243414.0
2022-01-10,SKU-00367,CD Santiago,1,5039210.0,5039210.0
2022-01-10,SKU-00370,Antofagasta,1,752480.0,752480.0
2022-01-10,SKU-00379,Copiapó,1,2722244.0,2722244.0
2022-01-10,SKU-00392,CD Santiago,1,1390120.0,1390120.0
2022-01-10,SKU-00416,Concepción,2,280742.0,561484.0
2022-01-10,SKU-00434,Santiago,1,2289812.0,2289812.0
2022-01-10,SKU-00455,Copiapó,1,519346.0,519346.0
2022-01-10,SKU-00487,Concepción,1,25558.0,25558.0
2022-01-10,SKU-00497,Antofagasta,1,595134.0,595134.0
2022-01-10,SKU-00509,Antofagasta,1,1479767.0,1479767.0
2022-01-10,SKU-00509,Copiapó,1,1479767.0,1479767.0
2022-01-10,SKU-00517,Santiago,1,406413.0,406413.0
2022-01-10,SKU-00536,CD Santiago,1,3253618.0,3253618.0
2022-01-10,SKU-00540,CD Santiago,1,1483767.0,1483767.0
2022-01-10,SKU-00556,Antofagasta,1,3100160.0,3100160.0
2022-01-10,SKU-00581,CD Santiago,1,4934824.0,4934824.0
2022-01-10,SKU-00583,Lima,1,967804.0,967804.0
2022-01-10,SKU-00611,CD Santiago,1,2765444.0,2765444.0
2022-01-10,SKU-00611,Lima,1,2942454.0,2942454.0
2022-01-10,SKU-00626,Copiapó,1,132265.0,132265.0
2022-01-10,SKU-00626,Santiago,2,132265.0,264530.0
2022-01-10,SKU-00638,Antofagasta,1,5835747.0,5835747.0
2022-01-10,SKU-00667,CD Santiago,1,2482381.0,2482381.0
2022-01-10,SKU-00713,Lima,1,4059808.0,4059808.0
2022-01-10,SKU-00729,CD Santiago,1,2182214.0,2182214.0
2022-01-10,SKU-00748,Lima,1,2195577.0,2195577.0
2022-01-10,SKU-00749,Santiago,1,290923.0,290923.0
2022-01-10,SKU-00751,CD Santiago,1,1945097.0,1945097.0
2022-01-10,SKU-00765,CD Santiago,1,913836.0,913836.0
2022-01-10,SKU-00777,CD Santiago,1,2283587.0,2283587.0
2022-01-10,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-01-10,SKU-00783,Lima,1,4035137.0,4035137.0
2022-01-10,SKU-00784,Antofagasta,1,705973.0,705973.0
2022-01-10,SKU-00798,Concepción,1,2426854.0,2426854.0
2022-01-11,SKU-00015,Copiapó,1,2132041.0,2132041.0
2022-01-11,SKU-00017,Santiago,1,4697100.0,4697100.0
2022-01-11,SKU-00062,Concepción,1,18217.0,18217.0
2022-01-11,SKU-00072,Copiapó,1,370281.0,370281.0
2022-01-11,SKU-00072,Santiago,1,370281.0,370281.0
2022-01-11,SKU-00097,Concepción,1,1561766.0,1561766.0
2022-01-11,SKU-00118,CD Santiago,1,2336534.0,2336534.0
2022-01-11,SKU-00127,CD Santiago,1,3503947.0,3503947.0
2022-01-11,SKU-00135,Santiago,1,3988682.0,3988682.0
2022-01-11,SKU-00144,CD Santiago,1,792584.0,792584.0
2022-01-11,SKU-00156,CD Santiago,1,744553.0,744553.0
2022-01-11,SKU-00156,Copiapó,1,744553.0,744553.0
2022-01-11,SKU-00170,Concepción,1,419156.0,419156.0
2022-01-11,SKU-00193,CD Santiago,2,62436.0,124872.0
2022-01-11,SKU-00214,CD Santiago,1,1913059.0,1913059.0
2022-01-11,SKU-00214,Santiago,2,1913059.0,3826118.0
2022-01-11,SKU-00217,CD Santiago,1,110413.0,110413.0
2022-01-11,SKU-00223,Lima,1,1370782.0,1370782.0
2022-01-11,SKU-00241,Concepción,1,115738.0,115738.0
2022-01-11,SKU-00243,Concepción,1,4876229.0,4876229.0
2022-01-11,SKU-00257,Copiapó,1,3430970.0,3430970.0
2022-01-11,SKU-00291,CD Santiago,1,11911.0,11911.0
2022-01-11,SKU-00299,Antofagasta,1,3777648.0,3777648.0
2022-01-11,SKU-00304,Antofagasta,1,438643.0,438643.0
2022-01-11,SKU-00314,Santiago,1,1496122.0,1496122.0
2022-01-11,SKU-00353,CD Santiago,1,72777.0,72777.0
2022-01-11,SKU-00362,Antofagasta,1,5114682.0,5114682.0
2022-01-11,SKU-00373,Antofagasta,1,174495.0,174495.0
2022-01-11,SKU-00374,Lima,2,107573.0,215146.0
2022-01-11,SKU-00396,Antofagasta,1,1117255.0,1117255.0
2022-01-11,SKU-00405,Concepción,1,90859.0,90859.0
2022-01-11,SKU-00415,CD Santiago,1,4522391.0,4522391.0
2022-01-11,SKU-00423,Concepción,1,103519.0,103519.0
2022-01-11,SKU-00423,Copiapó,1,103519.0,103519.0
2022-01-11,SKU-00427,Lima,1,342696.0,342696.0
2022-01-11,SKU-00456,Antofagasta,1,602060.0,602060.0
2022-01-11,SKU-00464,Copiapó,1,945317.0,945317.0
2022-01-11,SKU-00466,CD Santiago,1,112704.0,112704.0
2022-01-11,SKU-00493,Lima,1,117045.0,117045.0
2022-01-11,SKU-00494,CD Santiago,1,1845909.0,1845909.0
2022-01-11,SKU-00496,Santiago,1,481703.0,481703.0
2022-01-11,SKU-00509,Antofagasta,1,1479767.0,1479767.0
2022-01-11,SKU-00509,Copiapó,3,1479767.0,4439301.0
2022-01-11,SKU-00517,Santiago,1,406413.0,406413.0
2022-01-11,SKU-00524,Concepción,1,4697748.0,4697748.0
2022-01-11,SKU-00540,Santiago,1,1483767.0,1483767.0
2022-01-11,SKU-00543,Antofagasta,1,33747.0,33747.0
2022-01-11,SKU-00554,Santiago,1,430092.0,430092.0
2022-01-11,SKU-00567,Concepción,1,368827.0,368827.0
2022-01-11,SKU-00567,Copiapó,1,368827.0,368827.0
2022-01-11,SKU-00569,Antofagasta,1,612762.0,612762.0
2022-01-11,SKU-00587,Concepción,1,4774760.0,4774760.0
2022-01-11,SKU-00599,CD Santiago,1,301472.0,301472.0
2022-01-11,SKU-00601,Santiago,1,110784.0,110784.0
2022-01-11,SKU-00611,Antofagasta,1,2942454.0,2942454.0
2022-01-11,SKU-00611,CD Santiago,1,2765444.0,2765444.0
2022-01-11,SKU-00667,Copiapó,1,2482381.0,2482381.0
2022-01-11,SKU-00727,Santiago,1,164552.0,164552.0
2022-01-11,SKU-00777,Copiapó,1,2283587.0,2283587.0
2022-01-11,SKU-00777,Santiago,1,2283587.0,2283587.0
2022-01-11,SKU-00783,CD Santiago,1,4035137.0,4035137.0
2022-01-11,SKU-00784,Copiapó,1,705973.0,705973.0
2022-01-11,SKU-00784,Lima,1,705973.0,705973.0
2022-01-12,SKU-00023,Concepción,1,4776210.0,4776210.0
2022-01-12,SKU-00031,Copiapó,1,4798389.0,4798389.0
2022-01-12,SKU-00060,Concepción,1,1004302.0,1004302.0
2022-01-12,SKU-00065,Santiago,1,1212085.0,1212085.0
2022-01-12,SKU-00067,Antofagasta,1,165589.0,165589.0
2022-01-12,SKU-00072,Concepción,1,370281.0,370281.0
2022-01-12,SKU-00072,Copiapó,2,370281.0,740562.0
2022-01-12,SKU-00072,Lima,1,370281.0,370281.0
